User,Tweet ID,Date Created,Source of Tweet,Tweet,labelling,tweet2
jpnncom,1.57e+18,2022-09-08 16:57:03+00:00,JPNN News Update,"Pesawat carter milik maskapai Citilink yang mengangkut 125 pelajar dari Indonesia mendarat di Guangzhou di wilayah selatan China, Rabu (7/9) malam. #PelajarIndonesia https://t.co/wkJ6xQyGaq",1.0,pesawat carter milik maskapai citilink yang mengangkut pelajar dari indonesia mendarat di guangzhou di wilayah selatan china rabu malam
rjputri,1.57e+18,2022-09-08 16:01:35+00:00,Twitter for Android,@aliennnnno @aryabangkits @DeludedOGS Pertama kali iview ama bule hrd dia malah ngajarin aku buat gimana jawab pas tar iview ama bule user. terus malah ngobrol kalo suaminya kerja di citilink jkt dan dia kangen jogja ama bali. Baik bgttt,1.0,pertama kali iview ama bule hrd dia malah ngajarin aku buat gimana jawab pas tar iview ama bule user terus malah ngobrol kalo suaminya kerja di citilink jkt dan dia kangen jogja ama bali baik bgttt
xstorachi,1.57e+18,2022-09-08 15:48:17+00:00,Twitter for iPhone,CITILINK GAADA PROMO LAGI YAA?ðŸ˜­ MOHON INFO LEBIH LANJUT. MAU BALIK NIHH @Citilink,1.0,citilink gaada promo lagi yaaðÿ˜­ mohon info lebih lanjut mau balik nihh
mochaaargh,1.57e+18,2022-09-08 15:25:32+00:00,Twitter for Android,ngga mau di ciputra mall lagi? atau festival citilink? ðŸ‘€ https://t.co/XX2Lus53Zo,1.0,ngga mau di ciputra mall lagi atau festival citilink ðÿ‘€
chaerny_,1.57e+18,2022-09-08 14:12:50+00:00,Twitter for Android,@usuy26 Emng di citilink knp kak kalo boleh tauðŸ™ˆ,1.0,emng di citilink knp kak kalo boleh tauðÿ™ˆ
raja_trip,1.57e+18,2022-09-08 12:15:48+00:00,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!",1.0,sedia tiket promo pesawat lion air citilink mandala tiger airways air asia sriwijaya merpati airlines tunggu apa lagi
PuisiSex,1.57e+18,2022-09-08 12:01:23+00:00,twittbot.net,pernahkah pesawat citilink jatuh,1.0,pernahkah pesawat citilink jatuh
beritacovid,1.57e+18,2022-09-08 10:44:45+00:00,IFTTT,#Citilink Angkut 153 Pelajar Indonesia ke China Pasca Pandemi Covid-19 - https://t.co/K8DMr1nTas #Covid #Covid19 https://t.co/KBkKFRWgSb,1.0,angkut pelajar indonesia ke china pasca pandemi
sgrcane_,1.57e+18,2022-09-08 08:28:39+00:00,Twitter for iPhone,@Citilink halo min! penerbangan di bulan november dari bpn ke cgk kok gak ada siii? giliran desember kok ada ya,1.0,halo min penerbangan di bulan november dari bpn ke cgk kok gak ada siii giliran desember kok ada ya
baldahdeyans,1.57e+18,2022-09-08 06:48:11+00:00,Twitter for iPhone,"@Citilink min apakah ada penerbangan cgk-tte, Hari apa saja Yah? Tks",1.0,min apakah ada penerbangan cgktte hari apa saja yah tks
azuratravelcom,1.57e+18,2022-09-08 04:44:24+00:00,Twitter Web App,"Kamu yang akan terbang bersama, diharapkan agar memperhatikan barang-barang berharga dan pecah belah yang tidak diperbolehkan masuk ke dalam bagasi tercatat. @Citilink

Join member!
082218877741 | https://t.co/VeRQDxPQRR https://t.co/dtC60OCgiA",1.0,kamu yang akan terbang bersama diharapkan agar memperhatikan barangbarang berharga dan pecah belah yang tidak diperbolehkan masuk ke dalam bagasi tercatat join member
wisnudjati,1.57e+18,2022-09-08 03:07:09+00:00,Twitter for Android,@Citilink @arishidayatt Kalau baru dosis 2 booster 6 bulan lagi bisakah bepergian?,1.0,kalau baru dosis booster bulan lagi bisakah bepergian
dishub_bwi,1.57e+18,2022-09-08 02:41:29+00:00,Twitter for Android,"Info Bandara Internasional Banyuwangi Today â˜ï¸

Terbang ðŸ›« tujuan Jakarta dengan CITILINK QG0701 - (Airbus A320) dan BATIK AIR ID6590 - (Boeing 737)

Kamis 08 September 2022 https://t.co/tnwqy29azR",1.0,info bandara internasional banyuwangi today â˜ï¸ terbang ðÿ›« tujuan jakarta dengan citilink airbus dan batik air boeing kamis september
daeybak,1.57e+18,2022-09-08 02:06:31+00:00,Twitter for Android,"75. Citilink : silangit &gt; cgk 2 pax
#Tiketbycelrri https://t.co/VNmA8XZVZo",1.0,citilink silangit gt cgk pax
BNI,1.57e+18,2022-09-08 01:39:31+00:00,Twitter Web App,"Kamis hemat, terbang bersama Citilink lebih mantap. Dapatkan Rejeki BNI #GaPakeNanti berupa diskon tambahan hingga Rp300 Ribu untuk setiap pemesanan tiket pesawat dgn Kartu Debit BNI Citilink dan Debit BNI Mastercard lainnya sebelum 15 Desember 2022. Info: https://t.co/WOLtTascuD https://t.co/23sXox2sFw",1.0,kamis hemat terbang bersama citilink lebih mantap dapatkan rejeki bni berupa diskon tambahan hingga ribu untuk setiap pemesanan tiket pesawat dgn kartu debit bni citilink dan debit bni mastercard lainnya sebelum desember info
imam_rachman_,1.57e+18,2022-09-08 01:18:21+00:00,Twitter for Android,Citilink Terbangkan 153 Pelajar Indonesia dari Bandara Soekarno-Hatta ke Tiongkok https://t.co/RZbi99jjwX @jokowi @Kemlu_RI @Kemdikbud_RI @china @AmbLiuXiaoMing @KBRI_Beijing @PelajarIndo_ID @Citilink @pramugari_ID @YLKI_ID @Travelers @MutiaraSyafrina @Aline_Dh1510,1.0,citilink terbangkan pelajar indonesia dari bandara soekarnohatta ke tiongkok
AiboyMs,1.57e+18,2022-09-08 00:36:26+00:00,Twitter Web App,Citilink Operasikan Penerbangan Khusus Angkut Pelajar Indonesia ke Tiongkok untuk Lanjutkan Studi https://t.co/TgBCmbVOau,1.0,citilink operasikan penerbangan khusus angkut pelajar indonesia ke tiongkok untuk lanjutkan studi
raja_trip,1.57e+18,2022-09-07 23:15:48+00:00,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!",1.0,sedia tiket promo pesawat lion air citilink mandala tiger airways air asia sriwijaya merpati airlines tunggu apa lagi
ninuninu_ofc,1.57e+18,2022-09-07 22:19:11+00:00,Echofon,"@acanknasir biasane citilink iki, lngsung sikil kram subuh2",1.0,biasane citilink iki lngsung sikil kram
bwonlinetravel,1.57e+18,2022-09-07 20:11:20+00:00,WordPress.com,Cara Mendapatkan Promo Tiket Pesawat Citilink Rp 200KÂ OFF https://t.co/XM8wPG4lyD,1.0,cara mendapatkan promo tiket pesawat citilink rp off
katakinidotcom,1.57e+18,2022-09-07 17:07:04+00:00,dlvr.it,Citilink Angkut 153 Pelajar Indonesia ke Tiongkok https://t.co/pbP4DhCQ7j,1.0,citilink angkut pelajar indonesia ke tiongkok
katakinidotcom,1.57e+18,2022-09-07 16:14:03+00:00,dlvr.it,Pesawat Citilink Terbangkan Pelajar Indonesia ke Tiongkok https://t.co/krxnDZuj7s,1.0,pesawat citilink terbangkan pelajar indonesia ke tiongkok
jurnascom,1.57e+18,2022-09-07 16:06:34+00:00,dlvr.it,Citilink Terbangkan Pelajar Indonesia Balik ke Tiongkok https://t.co/Xg139Ws0Sq,1.0,citilink terbangkan pelajar indonesia balik ke tiongkok
atikaamnsn,1.57e+18,2022-09-07 15:11:13+00:00,Twitter for iPhone,Njir udh jam seginiðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ citilink ngadi ngadi ni,0.0,njir udh jam seginiðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ðÿ˜­ citilink ngadi ngadi ni
atikaamnsn,1.57e+18,2022-09-07 15:10:13+00:00,Twitter for iPhone,"Parah bener ni citilink delay 2x, trs keluar jg masih delay 10mins, koper jg ga keluar2 udh 20 mins. Napesi lu. Ada masalah ape",0.0,parah bener ni citilink delay trs keluar jg masih delay koper jg ga udh mins napesi lu ada masalah ape
dishub_bwi,1.57e+18,2022-09-07 14:14:55+00:00,Twitter for Android,"Info Bandara BANYUWANGI

Flight Schedule untuk Besok Kamis 8 September 2022, dua penerbangan pada Bandara Internasional Banyuwangi.

Tujuan JAKARTA dengan CITILINK dan BATIK AIR.

Demikian https://t.co/0D18Oicf4a",1.0,info bandara banyuwangi flight schedule untuk besok kamis september dua penerbangan pada bandara internasional banyuwangi tujuan jakarta dengan citilink dan batik air demikian
detikTravel,1.57e+18,2022-09-07 13:50:57+00:00,detikcommunity,"Perdana Setelah Pandemi, Citilink Terbangkan 153 Pelajar ke Tiongkok https://t.co/PTAD5K1LkI",1.0,perdana setelah pandemi citilink terbangkan pelajar ke tiongkok
CeukAle,1.57e+18,2022-09-07 13:35:40+00:00,Twitter for iPhone,Kaget liat tiket citilink Bali Cgk ðŸ˜‚,1.0,kaget liat tiket citilink bali cgk ðÿ˜‚
ElHuda7,1.57e+18,2022-09-07 12:19:43+00:00,Twitter for Android,@Citilink Apakah boarding pass bisa dicetak ulang? Jika tidak bisa apakah bisa mendapatkan surat keterangan atau sejenisnya? Trims,1.0,apakah boarding pass bisa dicetak ulang jika tidak bisa apakah bisa mendapatkan surat keterangan atau sejenisnya trims
___vanillahiy,1.57e+18,2022-09-07 11:40:52+00:00,Twitter for iPhone,Halo @Citilink apa bisa dibantu untuk resechulde pembelian tiket lewat aplikasi? Terima kasih.,1.0,halo apa bisa dibantu untuk resechulde pembelian tiket lewat aplikasi terima kasih
PuisiSex,1.57e+18,2022-09-07 11:40:29+00:00,twittbot.net,pernahkah citilink jatuh,1.0,pernahkah citilink jatuh
PuisiSex,1.57e+18,2022-09-07 11:11:40+00:00,twittbot.net,pernahkah citilink kecelakaan,1.0,pernahkah citilink kecelakaan
firstyawan,1.57e+18,2022-09-07 10:05:50+00:00,Twitter for iPhone,@sempaqteles @Citilink Tuku tiket bodongan yo?,1.0,tuku tiket bodongan yo
apriliando,1.57e+18,2022-09-07 09:15:48+00:00,Twitter for Android,@Shafaafahs ke bali nya citilink aja kok fa https://t.co/JLdSxvdHxu,1.0,ke bali nya citilink aja kok fa
jossdobels,1.57e+18,2022-09-07 08:46:54+00:00,Twitter Web App,"@sempaqteles @Citilink Ndisek yo tau, tapi singo abang",1.0,ndisek yo tau tapi singo abang
warganet_nolep,1.57e+18,2022-09-07 08:30:30+00:00,Twitter for Android,@sempaqteles @Citilink Ga ada kompensasi atau sejenisnya gituðŸ¥²,0.0,ga ada kompensasi atau sejenisnya gituðÿ¥²
sempaqteles,1.57e+18,2022-09-07 08:20:12+00:00,Twitter for Android,@warganet_nolep @Citilink Ya jadinya pindah kursi. Setelah nunggu lamaan ðŸ¥²,1.0,ya jadinya pindah kursi setelah nunggu lamaan ðÿ¥²
sempaqteles,1.57e+18,2022-09-07 08:19:51+00:00,Twitter for Android,@FaridAfyudin @Citilink Iya yg penting full dulu kayaknya sapa tau bisa turun tengah jalan,1.0,iya yg penting full dulu kayaknya sapa tau bisa turun tengah jalan
sempaqteles,1.57e+18,2022-09-07 08:18:31+00:00,Twitter for Android,@stradivarians @Citilink Dobel seat. Kursinya udah ada yg nempatin nomernya sama. Gatau kok bisa gitu,1.0,dobel seat kursinya udah ada yg nempatin nomernya sama gatau kok bisa gitu
Pinkpink88_,1.57e+18,2022-09-07 07:53:45+00:00,Twitter for iPhone,"@IndonesiaGaruda selamat sore, mau tanya travel credit garuda indonesia boleh dipakai untuk pembelian tiket citilink?",1.0,selamat sore mau tanya travel credit garuda indonesia boleh dipakai untuk pembelian tiket citilink
warganet_nolep,1.57e+18,2022-09-07 07:43:18+00:00,Twitter for Android,@sempaqteles @Citilink Gimana kelanjutannya bang?,1.0,gimana kelanjutannya bang
FaridAfyudin,1.57e+18,2022-09-07 07:36:49+00:00,Twitter for Android,@sempaqteles @Citilink Konsepnya krl mungkin jik.,1.0,konsepnya krl mungkin jik
sempaqteles,1.57e+18,2022-09-07 05:58:38+00:00,Twitter for Android,"Penumpangmu ga dikasi duduk ginikah @Citilink ?? 
Kursi penuh dijual aja si kampret https://t.co/4kNpkjGtvN",0.0,penumpangmu ga dikasi duduk ginikah kursi penuh dijual aja si kampret
FikriAuzan,1.57e+18,2022-09-07 05:20:09+00:00,Twitter for iPhone,"@Citilink Ga ada menu brimo di pilihan pembayaran, gimana tuh?",1.0,ga ada menu brimo di pilihan pembayaran gimana tuh
bumninfo,1.57e+18,2022-09-07 04:30:41+00:00,Twitter Web App,"Wah.. siapa nih yang ikutan seneng? ;D
#SobatInfo, setelah direvitalisasi sejak Januari 2022, akhirnya Bandara Halim Perdanakusuma kembali beroperasi secara komersial pada Kamis (1/9/2022) dan ditandai dengan keberangkatan pesawat Citilink dengan tujuan Denpasar, Bali. https://t.co/FN32vGhURP",1.0,wah siapa nih yang ikutan seneng d setelah direvitalisasi sejak januari akhirnya bandara halim perdanakusuma kembali beroperasi secara komersial pada kamis dan ditandai dengan keberangkatan pesawat citilink dengan tujuan denpasar bali
raja_trip,1.57e+18,2022-09-07 03:15:49+00:00,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!",1.0,sedia tiket promo pesawat lion air citilink mandala tiger airways air asia sriwijaya merpati airlines tunggu apa lagi
bucinjeng,1.57e+18,2022-09-07 02:00:42+00:00,Twitter for Android,kalau naik citilink enak ya ada reminder trs https://t.co/ksaiczdV2E,2.0,kalau naik citilink enak ya ada reminder trs
thisis_arda,1.57e+18,2022-09-07 01:19:22+00:00,Twitter for iPhone,Ini citilink gaada niatan buat bikin penerbangan pdg-kno direct gitu,1.0,ini citilink gaada niatan buat bikin penerbangan pdgkno direct gitu
usarmyfd1,1.57e+18,2022-09-06 19:47:01+00:00,Twitter for Android,"ðŸ‡²ðŸ‡½ MEXICO , Embassy ðŸ‡²ðŸ‡½ 2012, 2014, 2015, 2016, 2017, 2018,  MEXICO ,MARINA,  POLICIA ðŸ‡²ðŸ‡½ðŸ˜ŽðŸ¤¨ðŸ‘ðŸ–ï¸ðŸ‘‰ ðŸ‡®ðŸ‡© GARUDA INDONESIA, 
.2012, 2013,2014,2015,2016,2017,2018, 
ðŸ‡®ðŸ‡© CITILINK ðŸ‡®ðŸ‡© SRIWIJAYA AIR ðŸ‡®ðŸ‡©
INDONESIA ðŸ‡®ðŸ‡© https://t.co/NYaSX0s5ip",1.0,ðÿ‡²ðÿ‡½ mexico embassy ðÿ‡²ðÿ‡½ mexico marina policia ðÿ‡²ðÿ‡½ðÿ˜žðÿ¤¨ðÿ‘ðÿ–ï¸ðÿ‘‰ ðÿ‡®ðÿ‡© garuda indonesia ðÿ‡®ðÿ‡© citilink ðÿ‡®ðÿ‡© sriwijaya air ðÿ‡®ðÿ‡© indonesia ðÿ‡®ðÿ‡©
usarmyfd1,1.57e+18,2022-09-06 19:40:49+00:00,Twitter for Android,"ðŸ‡²ðŸ‡½ MEXICO, Embassy ðŸ‡²ðŸ‡½ 2014, 2015, 2016,2017, 2018, ðŸ‡²ðŸ‡½ MEXICO, POLICIA  ðŸ‡²ðŸ‡½ðŸ˜ŽðŸ¤¨ðŸ‘ðŸ–ï¸ðŸ‘‰ vs ðŸ‡®ðŸ‡© GARUDA  INDONESIA 
. 2014, 2015, 2016,2017,2018, 
. ðŸ‡®ðŸ‡© CITILINK ðŸ‡®ðŸ‡© SRIWIJAYA  AIR ðŸ‡®ðŸ‡© INDONESIA https://t.co/fFhwDzQAn4",1.0,ðÿ‡²ðÿ‡½ mexico embassy ðÿ‡²ðÿ‡½ ðÿ‡²ðÿ‡½ mexico policia ðÿ‡²ðÿ‡½ðÿ˜žðÿ¤¨ðÿ‘ðÿ–ï¸ðÿ‘‰ vs ðÿ‡®ðÿ‡© garuda indonesia ðÿ‡®ðÿ‡© citilink ðÿ‡®ðÿ‡© sriwijaya air ðÿ‡®ðÿ‡© indonesia
usarmyfd1,1.57e+18,2022-09-06 19:35:05+00:00,Twitter for Android,"ðŸ‡²ðŸ‡½ MEXICO , Embassy ðŸ‡²ðŸ‡½ 2014, 2015, 2016, 2017, 2018, ðŸ‡²ðŸ‡½ MEXICO , POLICIA ðŸ‡²ðŸ‡½ðŸ˜ŽðŸ¤¨ðŸ‘ðŸ–ï¸ðŸ‘‰ vs ðŸ‡®ðŸ‡© GARUDA, INDONESIA 
.
ðŸ‡®ðŸ‡© CITILINK ðŸ‡®ðŸ‡© SRIWIJAYA  AIR ðŸ‡®ðŸ‡©
2014, 2015, 2016, 2017, 2018, https://t.co/01romVUKvh",1.0,ðÿ‡²ðÿ‡½ mexico embassy ðÿ‡²ðÿ‡½ ðÿ‡²ðÿ‡½ mexico policia ðÿ‡²ðÿ‡½ðÿ˜žðÿ¤¨ðÿ‘ðÿ–ï¸ðÿ‘‰ vs ðÿ‡®ðÿ‡© garuda indonesia ðÿ‡®ðÿ‡© citilink ðÿ‡®ðÿ‡© sriwijaya air ðÿ‡®ðÿ‡©
bwonlinetravel,1.57e+18,2022-09-06 17:11:16+00:00,WordPress.com,Citilink Ke Labuan Bajo TerminalÂ Berapa https://t.co/H4cSOAx2Tb,1.0,citilink ke labuan bajo terminalâ berapa
nonanov98,1.57e+18,2022-09-06 16:23:48+00:00,Twitter for Android,"@GercepSandi Turun 15% juga Surabaya-Pontianak masih 1.200k+. Pak, biasanya aku loh dapat 400k+ naek Citilink",1.0,turun juga surabayapontianak masih pak biasanya aku loh dapat naek citilink
raja_trip,1.57e+18,2022-09-06 14:15:48+00:00,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!",1.0,sedia tiket promo pesawat lion air citilink mandala tiger airways air asia sriwijaya merpati airlines tunggu apa lagi
meeilina,1.57e+18,2022-09-06 13:51:06+00:00,Twitter for Android,"@Citilink halo kak, link web check in sedang gangguan ya?",1.0,halo kak link web check in sedang gangguan ya
traveloka,1.57e+18,2022-09-06 12:01:23+00:00,Periscope,Selamat Datang di Traveloka Live Jam Terbang ? ? Diguncang Kupon Liburan Bersama Citilink?âœ¨? https://t.co/20Zq4QMamr,1.0,selamat datang di traveloka live jam terbang diguncang kupon liburan bersama citilinkâœ¨
strowcbery,1.57e+18,2022-09-06 11:02:45+00:00,Twitter for iPhone,msh pnsrn klo check in online citilink tu mmg bisa pilih seat sprti lion dan super air jet yh??,1.0,msh pnsrn klo check in online citilink tu mmg bisa pilih seat sprti lion dan super air jet yh
reportaseSMR,1.57e+18,2022-09-06 10:13:40+00:00,IFTTT,"Waw Syarat Naik Pesawat 2022 Terbaru Garuda, Citilink dan Lion Air: Anak Usia 6-17 Wajib Vaksin 2 Dosis https://t.co/I1alkLFVM9 #Samarinda #menujupilwali2020 #kalimantantimur #bontang #sangatta #bulungan #malinau #kukar #balikpapan #penajam #ppu #ibukotabaru",1.0,waw syarat naik pesawat terbaru garuda citilink dan lion air anak usia wajib vaksin dosis
katakinidotcom,1.57e+18,2022-09-06 10:10:32+00:00,dlvr.it,Jaka Ari Triyoga Direktur Teknik Baru Citilink Indonesia https://t.co/ZbhkVoNCKs,1.0,jaka ari triyoga direktur teknik baru citilink indonesia
jurnascom,1.57e+18,2022-09-06 09:08:05+00:00,dlvr.it,Citilink Indonesia Tunjuk Direktur Teknik yang Baru https://t.co/Cttuvm366F,1.0,citilink indonesia tunjuk direktur teknik yang baru
tempodotco,1.57e+18,2022-09-06 08:09:57+00:00,TweetDeck,Berikut daftar anggota Dewan Komisaris dan Direksi terbaru PT Citilink Indonesia. #TempoBisnis https://t.co/BK72W0lWj3,1.0,berikut daftar anggota dewan komisaris dan direksi terbaru pt citilink indonesia
arishidayatt,1.57e+18,2022-09-06 06:51:42+00:00,Twitter Web App,"@Citilink min. Mau nanya.
Saya sudah beli tiket citilink untuk besok. Saya baru 2x vaksin. Berarti apakah bisa hanya membawa surat swab antigen negatif tanpa melakukan vaksin ke3?",1.0,min mau nanya saya sudah beli tiket citilink untuk besok saya baru vaksin berarti apakah bisa hanya membawa surat swab antigen negatif tanpa melakukan vaksin
akuratco,1.57e+18,2022-09-06 06:40:00+00:00,Twitter Web App,Perubahan pengurus selaras dengan fokus kinerja Citilink bereskpansi di era pasca pandemi termasuk dalam upaya percepatan recovery dan optimalisasi armada. https://t.co/jvRGV8Z38y,1.0,perubahan pengurus selaras dengan fokus kinerja citilink bereskpansi di era pasca pandemi termasuk dalam upaya percepatan recovery dan optimalisasi armada
mekdipanas2,1.57e+18,2022-09-06 06:38:17+00:00,Twitter for Android,"citilink, bolak balik pake citilink kalo pergi sm abang yg selalu late. sungguh service yg luar biasa semua bagasi mau take off msh ditawarin, pernah gateny blm dibuka karna w&amp;abang di call blm sampe. pas udh sampe gate baru semua dibuka trus masuk, pdhl bagasi udh hampir selesai https://t.co/Pxc7YWyE2h",0.0,citilink bolak balik pake citilink kalo pergi sm abang yg selalu late sungguh service yg luar biasa semua bagasi mau take off msh ditawarin pernah gateny blm dibuka karna wampabang di call blm sampe pas udh sampe gate baru semua dibuka trus masuk pdhl bagasi udh hampir selesai
azuratravelcom,1.57e+18,2022-09-06 06:09:58+00:00,Twitter Web App,"Bagi kamu yang ingin berpergian bersama buah hati, berikut informasi kategori usia bayi dan anak-anak untuk memesan tiket penerbangan. @Citilink

Join member!
082218877741 | https://t.co/qIg1w7MHuQ https://t.co/kIMQAmYlSq",1.0,bagi kamu yang ingin berpergian bersama buah hati berikut informasi kategori usia bayi dan anakanak untuk memesan tiket penerbangan join member
AiboyMs,1.57e+18,2022-09-06 05:58:32+00:00,Twitter Web App,"Citilink Tunjuk Jaka Ari Jadi Direktur Teknik, Ini Susunan Direksi Terbaru https://t.co/L8mgTTODuL",1.0,citilink tunjuk jaka ari jadi direktur teknik ini susunan direksi terbaru
kumparan,1.57e+18,2022-09-06 05:52:09+00:00,dlvr.it,RUPS Citilink memutuskan menunjuk Jaka Ari Triyoga sebagai Direktur Teknik. https://t.co/Zv9C9se87M,1.0,rups citilink memutuskan menunjuk jaka ari triyoga sebagai direktur teknik
siiemak,1.57e+18,2022-09-06 05:10:28+00:00,Twitter Web App,Tumben Citilink delay.. gak diumumin lg. ðŸ˜“,0.0,tumben citilink delay gak diumumin lg ðÿ˜“
medcom_id,1.57e+18,2022-09-06 05:05:25+00:00,medcom_API,Citilink Rombak Susunan Direksi https://t.co/xcrOXaNUDF,1.0,citilink rombak susunan direksi
tempodotco,1.57e+18,2022-09-06 05:00:32+00:00,Emplifi,"Komisaris Utama Citilink Prasetio mengatakan, perubahan susunan pengurus selaras dengan fokus ekspansi bisnis di era pascapandemi Covid-19. #TempoBisnis https://t.co/1ohk3394l9",1.0,komisaris utama citilink prasetio mengatakan perubahan susunan pengurus selaras dengan fokus ekspansi bisnis di era pascapandemi
AiboyMs,1.57e+18,2022-09-06 04:04:04+00:00,Twitter Web App,"Citilink Rombak Direksi Perusahaan, Berikut Susunan Lengkapnya https://t.co/RvdSP7jFYn",1.0,citilink rombak direksi perusahaan berikut susunan lengkapnya
Bisniscom,1.57e+18,2022-09-06 04:01:03+00:00,dlvr.it,Citilink Angkat Jaka Ari Triyoga Jadi Direktur Teknik yang Baru https://t.co/WQhERlI4QK,1.0,citilink angkat jaka ari triyoga jadi direktur teknik yang baru
stamaviation,1.57e+18,2022-09-06 03:58:11+00:00,Twitter for Android,"@Citilink baby @Boeing for #tailtuesday
. 
-----------
. 
ðŸ‡®ðŸ‡© Citilink (QG/CTV) 
âœˆï¸ Boeing 737-5U3
âœˆï¸ PK-GGC
. 
. 
. 
ðŸ‡®ðŸ‡© CGK-WIII on 14 Apr 2022
@BoeingAirplanes
@kfa_indonesia 
@SH_Airport 
@shia_cgk 
@CGK_AP2 
@AP_Airports https://t.c",1.0,baby for ðÿ‡®ðÿ‡© citilink qgctv âœˆï¸ boeing âœˆï¸ pkggc ðÿ‡®ðÿ‡© cgkwiii on apr
yg_bertaubat,1.57e+18,2022-09-06 03:41:00+00:00,Twitter for Android,@keuangannews_id Si wanita selingkuhannya itu orang gresik jawa timur. Pramugari garuda/citilink,1.0,si wanita selingkuhannya itu orang gresik jawa timur pramugari garudacitilink
TiketPesawatPro,1.57e+18,2022-09-06 02:57:34+00:00,twittbot.net,#piknikyuk #pariwisata #pariwisatasumut promo tiket pesawat murah citilink KLIK https://t.co/xaAlCMPOh2,1.0,promo tiket pesawat murah citilink klik
TiketPesawatPro,1.57e+18,2022-09-06 02:27:37+00:00,twittbot.net,#piknikmurah #piknikceria #piknikki tiket pesawat murah citilink surabaya jakarta KLIK https://t.co/xaAlCMPOh2,1.0,tiket pesawat murah citilink surabaya jakarta klik
andhapasore,1.57e+18,2022-09-06 02:12:18+00:00,Twitter for Android,Selasa Bahagia #Bandara #Internasional #Soekarno #Hatta #Jakarta #International #Airport #Soetta #Terminal #Tiga #T3 #CGK #INFO #Penerbangan #Nasional #Informasi #Penumpang #Pesawat #Terbang #Domestik #Citilink #Garuda #Indonesia #GA #News #Kopi #Makanan #Boarding #Gate #Lounge https://t.co/oSI0kgOdkB,1.0,selasa bahagia
dishub_bwi,1.57e+18,2022-09-06 01:37:30+00:00,Twitter for Android,"Info Bandara Internasional Banyuwangi Today ðŸŒ¥ï¸

ðŸ›« Jakarta

Citilink - 06 September 2022
QG0701 - (Airbus A320)
REG : PK-GLW
RUTE : BWX-CGK
AIRBORNE: 08.19 LT

Batik air - 06 September 2022
ID6591 - (Boeing 737)
REG : PK-LDP
RUTE : BWX-CGK
AIRBORNE: 08.27Lt https://t.co/N11B6OM9EB",1.0,info bandara internasional banyuwangi today ðÿœ¥ï¸ ðÿ›« jakarta citilink september airbus reg pkglw rute bwxcgk airborne lt batik air september boeing reg pkldp rute bwxcgk airborne
raja_trip,1.57e+18,2022-09-06 01:15:48+00:00,twittbot.net,"Sedia Tiket Promo Pesawat 24jam !! "" Lion Air, Citilink, Mandala, Tiger airways, Air Asia, Sriwijaya, Merpati Airlines"" Tunggu Apa lagi !!!",1.0,sedia tiket promo pesawat lion air citilink mandala tiger airways air asia sriwijaya merpati airlines tunggu apa lagi
gadaoraangnyaaa,1.57e+18,2022-09-06 00:41:05+00:00,Twitter for iPhone,"@banjarbase Aku dapet 300rb citilink 4 hari sebelom berangkat. Tergantung momen, lebih lama ga menjamin dapet murah dan deket jadwal terbang ga menjamin lebih mahal",1.0,aku dapet citilink hari sebelom berangkat tergantung momen lebih lama ga menjamin dapet murah dan deket jadwal terbang ga menjamin lebih mahal
Doni420490491,1.57e+18,2022-09-05 23:36:13+00:00,Twitter for iPhone,@Citilink Citilink itu payah. Mereka sengaja nomor telfon tidak Bs di hubungi. Menghindar Dari komplain.,0.0,citilink itu payah mereka sengaja nomor telfon tidak bs di hubungi menghindar dari komplain
SalamDawwasJ,1.57e+18,2022-09-05 23:33:20+00:00,Twitter for Android,"Jakarta-Tasikmalaya PP langsung. kemudian maskapai lainnya seperti Citilink juga akan menambah,""
(Menhub Budi Karya Sumadi dalam keterangan, usai meresmikan Terminal Penumpang Bandara Wiriadinata Tasikmalaya.

#SaatnyaBangkitMelawan
#SaatnyaBangkitMelawan",1.0,jakartatasikmalaya pp langsung kemudian maskapai lainnya seperti citilink juga akan menambah menhub budi karya sumadi dalam keterangan usai meresmikan terminal penumpang bandara wiriadinata tasikmalaya
SalamDawwasJ,1.57e+18,2022-09-05 23:33:18+00:00,Twitter for Android,"Awalnya Garuda Indonesia dan Citilink diminta untuk masuk pada rute penerbangan Jakarta-Bandung-Tasik, atau Tasik Bandung Jakarta.

#SaatnyaBangkitMelawan
#SaatnyaBangkitMelawan",1.0,awalnya garuda indonesia dan citilink diminta untuk masuk pada rute penerbangan jakartabandungtasik atau tasik bandung jakarta
